"date","beat_start_time","consumption_kWh"
"29/03/2024","22:30",.477
"29/03/2024","22:45",.229
"29/03/2024","23:00",.156
"29/03/2024","23:15",.256
"29/03/2024","23:30",.322
"29/03/2024","23:45",.725
"30/03/2024","00:00",.59
"30/03/2024","00:15",.633
"30/03/2024","00:30",.509
"30/03/2024","00:45",.34
"30/03/2024","01:00",.078
"30/03/2024","01:15",.154
"30/03/2024","01:30",.073
"30/03/2024","01:45",.14
"30/03/2024","02:00",.082
"30/03/2024","02:15",.139
"30/03/2024","02:30",.078
"30/03/2024","02:45",.116
"30/03/2024","03:00",.077
"30/03/2024","03:15",.121
"30/03/2024","03:30",.09
"30/03/2024","03:45",.099
"30/03/2024","04:00",.104
"30/03/2024","04:15",.1
"30/03/2024","04:30",.107
"30/03/2024","04:45",.093
"30/03/2024","05:00",.124
"30/03/2024","05:15",.079
"30/03/2024","05:30",.131
"30/03/2024","05:45",.06
"30/03/2024","06:00",.135
"30/03/2024","06:15",.765
"30/03/2024","06:30",.839
"30/03/2024","06:45",.079
"30/03/2024","07:00",.158
"30/03/2024","07:15",.069
"30/03/2024","07:30",.143
"30/03/2024","07:45",.128
"30/03/2024","08:00",.973
"30/03/2024","08:15",1.175
"30/03/2024","08:30",1.172
"30/03/2024","08:45",.877
"30/03/2024","09:00",.975
"30/03/2024","09:15",.991
"30/03/2024","09:30",.309
"30/03/2024","09:45",.177
"30/03/2024","10:00",.162
"30/03/2024","10:15",.167
"30/03/2024","10:30",.149
"30/03/2024","10:45",.158
"30/03/2024","11:00",.216
"30/03/2024","11:15",.173
"30/03/2024","11:30",.179
"30/03/2024","11:45",.173
"30/03/2024","12:00",.171
"30/03/2024","12:15",.175
"30/03/2024","12:30",.142
"30/03/2024","12:45",.139
"30/03/2024","13:00",.146
"30/03/2024","13:15",.144
"30/03/2024","13:30",.144
"30/03/2024","13:45",.173
"30/03/2024","14:00",.538
"30/03/2024","14:15",.855
"30/03/2024","14:30",.827
"30/03/2024","14:45",.85
"30/03/2024","15:00",.856
"30/03/2024","15:15",.861
"30/03/2024","15:30",.337
"30/03/2024","15:45",.198
"30/03/2024","16:00",.177
"30/03/2024","16:15",.221
"30/03/2024","16:30",.161
"30/03/2024","16:45",.14
"30/03/2024","17:00",.18
"30/03/2024","17:15",.787
"30/03/2024","17:30",1.154
"30/03/2024","17:45",.551
"30/03/2024","18:00",.395
"30/03/2024","18:15",.457
"30/03/2024","18:30",.263
"30/03/2024","18:45",.174
"30/03/2024","19:00",.077
"30/03/2024","19:15",.063
"30/03/2024","19:30",.042
"30/03/2024","19:45",.052
"30/03/2024","20:00",.053
"30/03/2024","20:15",.055
"30/03/2024","20:30",.112
"30/03/2024","20:45",.669
"30/03/2024","21:00",.289
"30/03/2024","21:15",.298
"30/03/2024","21:30",.495
"30/03/2024","21:45",.2
"30/03/2024","22:00",.682
"30/03/2024","22:15",.197
"30/03/2024","22:30",.324
"30/03/2024","22:45",.394
"30/03/2024","23:00",.194
"30/03/2024","23:15",.587
"30/03/2024","23:30",.156
"30/03/2024","23:45",.438
"31/03/2024","00:00",.102
"31/03/2024","00:15",.114
"31/03/2024","00:30",.433
"31/03/2024","00:45",.101
"31/03/2024","01:00",.111
"31/03/2024","01:15",.398
"31/03/2024","01:30",.114
"31/03/2024","01:45",.101
"31/03/2024","02:00",.38
"31/03/2024","02:15",.129
"31/03/2024","02:30",.113
"31/03/2024","02:45",.395
"31/03/2024","03:00",.097
"31/03/2024","03:15",.107
"31/03/2024","03:30",.388
"31/03/2024","03:45",.1
"31/03/2024","04:00",.111
"31/03/2024","04:15",.11
"31/03/2024","04:30",.385
"31/03/2024","04:45",.096
"31/03/2024","05:00",.31
"31/03/2024","05:15",.184
"31/03/2024","05:30",.118
"31/03/2024","05:45",.11
"31/03/2024","06:00",.112
"31/03/2024","06:15",1.08
"31/03/2024","06:30",.814
"31/03/2024","06:45",.135
"31/03/2024","07:00",.204
"31/03/2024","07:15",.123
"31/03/2024","07:30",.124
"31/03/2024","07:45",.106
"31/03/2024","08:00",.107
"31/03/2024","08:15",.115
"31/03/2024","08:30",.119
"31/03/2024","08:45",.107
"31/03/2024","09:00",.114
"31/03/2024","09:15",.102
"31/03/2024","09:30",.169
"31/03/2024","09:45",.129
"31/03/2024","10:00",.121
"31/03/2024","10:15",.125
"31/03/2024","10:30",.117
"31/03/2024","10:45",.101
"31/03/2024","11:00",.109
"31/03/2024","11:15",.107
"31/03/2024","11:30",.112
"31/03/2024","11:45",.113
"31/03/2024","12:00",.183
"31/03/2024","12:15",.136
"31/03/2024","12:30",.125
"31/03/2024","12:45",.138
"31/03/2024","13:00",.117
"31/03/2024","13:15",.117
"31/03/2024","13:30",.068
"31/03/2024","13:45",.051
"31/03/2024","14:00",.059
"31/03/2024","14:15",.067
"31/03/2024","14:30",.05
"31/03/2024","14:45",.038
"31/03/2024","15:00",.053
"31/03/2024","15:15",.057
"31/03/2024","15:30",.091
"31/03/2024","15:45",.043
"31/03/2024","16:00",.042
"31/03/2024","16:15",.066
"31/03/2024","16:30",.096
"31/03/2024","16:45",.145
"31/03/2024","17:00",.073
"31/03/2024","17:15",.06
"31/03/2024","17:30",.06
"31/03/2024","17:45",.055
"31/03/2024","18:00",.044
"31/03/2024","18:15",.051
"31/03/2024","18:30",.057
"31/03/2024","18:45",.715
"31/03/2024","19:00",.913
"31/03/2024","19:15",.941
"31/03/2024","19:30",.993
"31/03/2024","19:45",.951
"31/03/2024","20:00",.962
"31/03/2024","20:15",.118
"31/03/2024","20:30",.087
"31/03/2024","20:45",.681
"31/03/2024","21:00",.329
"31/03/2024","21:15",.549
"31/03/2024","21:30",.151
"31/03/2024","21:45",.517
"31/03/2024","22:00",.349
"31/03/2024","22:15",.261
"31/03/2024","22:30",.359
"31/03/2024","22:45",.07
"31/03/2024","23:00",.071
"31/03/2024","23:15",.034
"31/03/2024","23:30",.04
"31/03/2024","23:45",.046
"01/04/2024","00:00",.117
"01/04/2024","00:15",.393
"01/04/2024","00:30",.102
"01/04/2024","00:45",.103
"01/04/2024","01:00",.148
"01/04/2024","01:15",.285
"01/04/2024","01:30",.096
"01/04/2024","01:45",.109
"01/04/2024","02:00",.336
"01/04/2024","02:15",.108
"01/04/2024","02:30",.098
"01/04/2024","02:45",.214
"01/04/2024","03:00",.234
"01/04/2024","03:15",.111
"01/04/2024","03:30",.106
"01/04/2024","03:45",.093
"01/04/2024","04:00",.331
"01/04/2024","04:15",.108
"01/04/2024","04:30",.108
"01/04/2024","04:45",.1
"01/04/2024","05:00",.094
"01/04/2024","05:15",.108
"01/04/2024","05:30",.329
"01/04/2024","05:45",.109
"01/04/2024","06:00",.108
"01/04/2024","06:15",.801
"01/04/2024","06:30",.817
"01/04/2024","06:45",.149
"01/04/2024","07:00",.232
"01/04/2024","07:15",.133
"01/04/2024","07:30",.116
"01/04/2024","07:45",.082
"01/04/2024","08:00",.044
"01/04/2024","08:15",.038
"01/04/2024","08:30",.045
"01/04/2024","08:45",.044
"01/04/2024","09:00",.051
"01/04/2024","09:15",.073
"01/04/2024","09:30",.051
"01/04/2024","09:45",.049
"01/04/2024","10:00",.056
"01/04/2024","10:15",.036
"01/04/2024","10:30",.039
"01/04/2024","10:45",.047
"01/04/2024","11:00",.048
"01/04/2024","11:15",.044
"01/04/2024","11:30",.042
"01/04/2024","11:45",.059
"01/04/2024","12:00",.049
"01/04/2024","12:15",.049
"01/04/2024","12:30",.037
"01/04/2024","12:45",.038
"01/04/2024","13:00",.047
"01/04/2024","13:15",.051
"01/04/2024","13:30",.046
"01/04/2024","13:45",.035
"01/04/2024","14:00",.663
"01/04/2024","14:15",1.071
"01/04/2024","14:30",1.405
"01/04/2024","14:45",.805
"01/04/2024","15:00",.568
"01/04/2024","15:15",.745
"01/04/2024","15:30",.627
"01/04/2024","15:45",.62
"01/04/2024","16:00",.834
"01/04/2024","16:15",.102
"01/04/2024","16:30",.056
"01/04/2024","16:45",.056
"01/04/2024","17:00",.052
"01/04/2024","17:15",.047
"01/04/2024","17:30",.052
"01/04/2024","17:45",.066
"01/04/2024","18:00",.099
"01/04/2024","18:15",.067
"01/04/2024","18:30",.765
"01/04/2024","18:45",.837
"01/04/2024","19:00",.881
"01/04/2024","19:15",.791
"01/04/2024","19:30",.872
"01/04/2024","19:45",.732
"01/04/2024","20:00",.357
"01/04/2024","20:15",.65
"01/04/2024","20:30",.576
"01/04/2024","20:45",.569
"01/04/2024","21:00",.424
"01/04/2024","21:15",.136
"01/04/2024","21:30",.157
"01/04/2024","21:45",.127
"01/04/2024","22:00",.117
"01/04/2024","22:15",.079
"01/04/2024","22:30",.322
"01/04/2024","22:45",.599
"01/04/2024","23:00",.221
"01/04/2024","23:15",.065
"01/04/2024","23:30",.066
"01/04/2024","23:45",.069
"02/04/2024","00:00",.09
"02/04/2024","00:15",.047
"02/04/2024","00:30",.049
"02/04/2024","00:45",.038
"02/04/2024","01:00",.044
"02/04/2024","01:15",.049
"02/04/2024","01:30",.051
"02/04/2024","01:45",.044
"02/04/2024","02:00",.04
"02/04/2024","02:15",.062
"02/04/2024","02:30",.052
"02/04/2024","02:45",.049
"02/04/2024","03:00",.038
"02/04/2024","03:15",.042
"02/04/2024","03:30",.047
"02/04/2024","03:45",.049
"02/04/2024","04:00",.043
"02/04/2024","04:15",.034
"02/04/2024","04:30",.047
"02/04/2024","04:45",.06
"02/04/2024","05:00",.054
"02/04/2024","05:15",.036
"02/04/2024","05:30",.046
"02/04/2024","05:45",.048
"02/04/2024","06:00",.051
"02/04/2024","06:15",.755
"02/04/2024","06:30",.909
"02/04/2024","06:45",.179
"02/04/2024","07:00",.153
"02/04/2024","07:15",.135
"02/04/2024","07:30",.134
"02/04/2024","07:45",.11
"02/04/2024","08:00",.116
"02/04/2024","08:15",.088
"02/04/2024","08:30",.103
"02/04/2024","08:45",.103
"02/04/2024","09:00",.102
"02/04/2024","09:15",.093
"02/04/2024","09:30",.43
"02/04/2024","09:45",.634
"02/04/2024","10:00",.578
"02/04/2024","10:15",.512
"02/04/2024","10:30",.391
"02/04/2024","10:45",.147
"02/04/2024","11:00",.146
"02/04/2024","11:15",.138
"02/04/2024","11:30",.137
"02/04/2024","11:45",.204
"02/04/2024","12:00",.076
"02/04/2024","12:15",.657
"02/04/2024","12:30",.417
"02/04/2024","12:45",.309
"02/04/2024","13:00",.544
"02/04/2024","13:15",.496
"02/04/2024","13:30",.556
"02/04/2024","13:45",.683
"02/04/2024","14:00",.196
"02/04/2024","14:15",.644
"02/04/2024","14:30",.114
"02/04/2024","14:45",.105
"02/04/2024","15:00",.603
"02/04/2024","15:15",.147
"02/04/2024","15:30",.463
"02/04/2024","15:45",.282
"02/04/2024","16:00",.336
"02/04/2024","16:15",.735
"02/04/2024","16:30",.385
"02/04/2024","16:45",.311
"02/04/2024","17:00",.669
"02/04/2024","17:15",.206
"02/04/2024","17:30",.739
"02/04/2024","17:45",.221
"02/04/2024","18:00",.558
"02/04/2024","18:15",.526
"02/04/2024","18:30",.473
"02/04/2024","18:45",.478
"02/04/2024","19:00",.615
"02/04/2024","19:15",.25
"02/04/2024","19:30",.64
"02/04/2024","19:45",.207
"02/04/2024","20:00",.584
"02/04/2024","20:15",.199
"02/04/2024","20:30",.531
"02/04/2024","20:45",.741
"02/04/2024","21:00",.867
"02/04/2024","21:15",.861
"02/04/2024","21:30",.46
"02/04/2024","21:45",.189
"02/04/2024","22:00",.152
"02/04/2024","22:15",.153
"02/04/2024","22:30",.095
"02/04/2024","22:45",.107
"02/04/2024","23:00",.294
"02/04/2024","23:15",.108
"02/04/2024","23:30",.12
"02/04/2024","23:45",.364
"03/04/2024","00:00",.118
"03/04/2024","00:15",.221
"03/04/2024","00:30",.221
"03/04/2024","00:45",.12
"03/04/2024","01:00",.304
"03/04/2024","01:15",.099
"03/04/2024","01:30",.099
"03/04/2024","01:45",.283
"03/04/2024","02:00",.11
"03/04/2024","02:15",.129
"03/04/2024","02:30",.107
"03/04/2024","02:45",.11
"03/04/2024","03:00",.283
"03/04/2024","03:15",.101
"03/04/2024","03:30",.094
"03/04/2024","03:45",.11
"03/04/2024","04:00",.106
"03/04/2024","04:15",.107
"03/04/2024","04:30",.102
"03/04/2024","04:45",.278
"03/04/2024","05:00",.117
"03/04/2024","05:15",.111
"03/04/2024","05:30",.107
"03/04/2024","05:45",.1
"03/04/2024","06:00",.1
"03/04/2024","06:15",.984
"03/04/2024","06:30",.874
"03/04/2024","06:45",.136
"03/04/2024","07:00",.189
"03/04/2024","07:15",.128
"03/04/2024","07:30",.432
"03/04/2024","07:45",.098
"03/04/2024","08:00",.104
"03/04/2024","08:15",.094
"03/04/2024","08:30",.254
"03/04/2024","08:45",.347
"03/04/2024","09:00",.06
"03/04/2024","09:15",.069
"03/04/2024","09:30",.076
"03/04/2024","09:45",.095
"03/04/2024","10:00",.072
"03/04/2024","10:15",.062
"03/04/2024","10:30",.076
"03/04/2024","10:45",.085
"03/04/2024","11:00",.512
"03/04/2024","11:15",.145
"03/04/2024","11:30",.11
"03/04/2024","11:45",.122
"03/04/2024","12:00",.128
"03/04/2024","12:15",.171
"03/04/2024","12:30",.311
"03/04/2024","12:45",.245
"03/04/2024","13:00",.234
"03/04/2024","13:15",.233
"03/04/2024","13:30",.223
"03/04/2024","13:45",.143
"03/04/2024","14:00",.059
"03/04/2024","14:15",.061
"03/04/2024","14:30",.045
"03/04/2024","14:45",.041
"03/04/2024","15:00",.854
"03/04/2024","15:15",1.02
"03/04/2024","15:30",.517
"03/04/2024","15:45",.706
"03/04/2024","16:00",.178
"03/04/2024","16:15",.624
"03/04/2024","16:30",.139
"03/04/2024","16:45",.622
"03/04/2024","17:00",.171
"03/04/2024","17:15",.887
"03/04/2024","17:30",.383
"03/04/2024","17:45",.704
"03/04/2024","18:00",.443
"03/04/2024","18:15",.976
"03/04/2024","18:30",.621
"03/04/2024","18:45",.494
"03/04/2024","19:00",.205
"03/04/2024","19:15",.283
"03/04/2024","19:30",.333
"03/04/2024","19:45",.154
"03/04/2024","20:00",.164
"03/04/2024","20:15",.266
"03/04/2024","20:30",.448
"03/04/2024","20:45",.293
"03/04/2024","21:00",.12
"03/04/2024","21:15",.119
"03/04/2024","21:30",.143
"03/04/2024","21:45",.127
"03/04/2024","22:00",.356
"03/04/2024","22:15",.278
"03/04/2024","22:30",1.005
"03/04/2024","22:45",1.025
"03/04/2024","23:00",1.038
"03/04/2024","23:15",1.085
"03/04/2024","23:30",.828
"03/04/2024","23:45",.758
"04/04/2024","00:00",.11
"04/04/2024","00:15",.273
"04/04/2024","00:30",.114
"04/04/2024","00:45",.112
"04/04/2024","01:00",.125
"04/04/2024","01:15",.1
"04/04/2024","01:30",.111
"04/04/2024","01:45",.11
"04/04/2024","02:00",.11
"04/04/2024","02:15",.095
"04/04/2024","02:30",.282
"04/04/2024","02:45",.109
"04/04/2024","03:00",.111
"04/04/2024","03:15",.1
"04/04/2024","03:30",.12
"04/04/2024","03:45",.11
"04/04/2024","04:00",.109
"04/04/2024","04:15",.106
"04/04/2024","04:30",.097
"04/04/2024","04:45",.109
"04/04/2024","05:00",.109
"04/04/2024","05:15",.109
"04/04/2024","05:30",.097
"04/04/2024","05:45",.104
"04/04/2024","06:00",.113
"04/04/2024","06:15",.883
"04/04/2024","06:30",.817
"04/04/2024","06:45",.131
"04/04/2024","07:00",.097
"04/04/2024","07:15",.087
"04/04/2024","07:30",.139
"04/04/2024","07:45",.128
"04/04/2024","08:00",.088
"04/04/2024","08:15",.053
"04/04/2024","08:30",.043
"04/04/2024","08:45",.041
"04/04/2024","09:00",.046
"04/04/2024","09:15",.049
"04/04/2024","09:30",.042
"04/04/2024","09:45",.05
"04/04/2024","10:00",.045
"04/04/2024","10:15",.077
"04/04/2024","10:30",.051
"04/04/2024","10:45",.049
"04/04/2024","11:00",.041
"04/04/2024","11:15",.043
"04/04/2024","11:30",.051
"04/04/2024","11:45",.051
"04/04/2024","12:00",.357
"04/04/2024","12:15",.405
"04/04/2024","12:30",.472
"04/04/2024","12:45",.131
"04/04/2024","13:00",.434
"04/04/2024","13:15",.488
"04/04/2024","13:30",.165
"04/04/2024","13:45",.333
"04/04/2024","14:00",.532
"04/04/2024","14:15",.158
"04/04/2024","14:30",.323
"04/04/2024","14:45",.494
"04/04/2024","15:00",.17
"04/04/2024","15:15",.108
"04/04/2024","15:30",.145
"04/04/2024","15:45",.438
"04/04/2024","16:00",.406
"04/04/2024","16:15",.635
"04/04/2024","16:30",.238
"04/04/2024","16:45",.415
"04/04/2024","17:00",.571
"04/04/2024","17:15",.22
"04/04/2024","17:30",.5
"04/04/2024","17:45",.138
"04/04/2024","18:00",.177
"04/04/2024","18:15",.342
"04/04/2024","18:30",.32
"04/04/2024","18:45",.898
"04/04/2024","19:00",1.068
"04/04/2024","19:15",.869
"04/04/2024","19:30",.898
"04/04/2024","19:45",.726
"04/04/2024","20:00",.247
"04/04/2024","20:15",.341
"04/04/2024","20:30",1.062
"04/04/2024","20:45",.871
"04/04/2024","21:00",.176
"04/04/2024","21:15",.176
"04/04/2024","21:30",.13
"04/04/2024","21:45",.306
"04/04/2024","22:00",.155
"04/04/2024","22:15",.126
"04/04/2024","22:30",.129
"04/04/2024","22:45",.17
"04/04/2024","23:00",.115
"04/04/2024","23:15",.3
"04/04/2024","23:30",.106
"04/04/2024","23:45",.105
"05/04/2024","00:00",.095
"05/04/2024","00:15",.124
"05/04/2024","00:30",.111
"05/04/2024","00:45",.108
"05/04/2024","01:00",.102
"05/04/2024","01:15",.092
"05/04/2024","01:30",.105
"05/04/2024","01:45",.102
"05/04/2024","02:00",.104
"05/04/2024","02:15",.093
"05/04/2024","02:30",.097
"05/04/2024","02:45",.122
"05/04/2024","03:00",.102
"05/04/2024","03:15",.099
"05/04/2024","03:30",.091
"05/04/2024","03:45",.1
"05/04/2024","04:00",.108
"05/04/2024","04:15",.107
"05/04/2024","04:30",.099
"05/04/2024","04:45",.104
"05/04/2024","05:00",.106
"05/04/2024","05:15",.123
"05/04/2024","05:30",.105
"05/04/2024","05:45",.093
"05/04/2024","06:00",.102
"05/04/2024","06:15",.825
"05/04/2024","06:30",.828
"05/04/2024","06:45",.127
"05/04/2024","07:00",.301
"05/04/2024","07:15",.74
"05/04/2024","07:30",.444
"05/04/2024","07:45",.205
"05/04/2024","08:00",.116
"05/04/2024","08:15",.059
"05/04/2024","08:30",.046
"05/04/2024","08:45",.058
"05/04/2024","09:00",.067
"05/04/2024","09:15",.048
"05/04/2024","09:30",.032
"05/04/2024","09:45",.035
"05/04/2024","10:00",.043
"05/04/2024","10:15",.058
"05/04/2024","10:30",.049
"05/04/2024","10:45",.027
"05/04/2024","11:00",.039
"05/04/2024","11:15",.04
"05/04/2024","11:30",.042
"05/04/2024","11:45",.079
"05/04/2024","12:00",.029
"05/04/2024","12:15",.042
"05/04/2024","12:30",.043
"05/04/2024","12:45",.062
"05/04/2024","13:00",.211
"05/04/2024","13:15",.165
"05/04/2024","13:30",.149
"05/04/2024","13:45",.277
"05/04/2024","14:00",.136
"05/04/2024","14:15",.068
"05/04/2024","14:30",.067
"05/04/2024","14:45",.067
"05/04/2024","15:00",.082
"05/04/2024","15:15",.776
"05/04/2024","15:30",1.053
"05/04/2024","15:45",1.051
"05/04/2024","16:00",.63
"05/04/2024","16:15",.627
"05/04/2024","16:30",.983
"05/04/2024","16:45",.079
"05/04/2024","17:00",.089
"05/04/2024","17:15",.127
"05/04/2024","17:30",.09
"05/04/2024","17:45",.156
"05/04/2024","18:00",.364
"05/04/2024","18:15",.518
"05/04/2024","18:30",.31
"05/04/2024","18:45",.11
"05/04/2024","19:00",.11
"05/04/2024","19:15",.115
"05/04/2024","19:30",.05
"05/04/2024","19:45",.187
"05/04/2024","20:00",.931
"05/04/2024","20:15",.412
"05/04/2024","20:30",.215
"05/04/2024","20:45",.406
"05/04/2024","21:00",.648
"05/04/2024","21:15",1
"05/04/2024","21:30",.449
"05/04/2024","21:45",.581
"05/04/2024","22:00",.156
"05/04/2024","22:15",.522
"05/04/2024","22:30",.186
"05/04/2024","22:45",.445
"05/04/2024","23:00",.227
"05/04/2024","23:15",.378
"05/04/2024","23:30",.212
"05/04/2024","23:45",.359
"06/04/2024","00:00",.216
"06/04/2024","00:15",.347
"06/04/2024","00:30",.194
"06/04/2024","00:45",.335
"06/04/2024","01:00",.215
"06/04/2024","01:15",.36
"06/04/2024","01:30",.21
"06/04/2024","01:45",.34
"06/04/2024","02:00",.215
"06/04/2024","02:15",.138
"06/04/2024","02:30",.172
"06/04/2024","02:45",.391
"06/04/2024","03:00",.149
"06/04/2024","03:15",.191
"06/04/2024","03:30",.124
"06/04/2024","03:45",.412
"06/04/2024","04:00",.118
"06/04/2024","04:15",.202
"06/04/2024","04:30",.119
"06/04/2024","04:45",.203
"06/04/2024","05:00",.103
"06/04/2024","05:15",.197
"06/04/2024","05:30",.137
"06/04/2024","05:45",.214
"06/04/2024","06:00",.133
"06/04/2024","06:15",.935
"06/04/2024","06:30",1.082
"06/04/2024","06:45",.321
"06/04/2024","07:00",.258
"06/04/2024","07:15",.284
"06/04/2024","07:30",.586
"06/04/2024","07:45",.585
"06/04/2024","08:00",.244
"06/04/2024","08:15",.263
"06/04/2024","08:30",.353
"06/04/2024","08:45",.477
"06/04/2024","09:00",.231
"06/04/2024","09:15",.125
"06/04/2024","09:30",.14
"06/04/2024","09:45",.171
"06/04/2024","10:00",.224
"06/04/2024","10:15",.189
"06/04/2024","10:30",.341
"06/04/2024","10:45",.451
"06/04/2024","11:00",.397
"06/04/2024","11:15",.202
"06/04/2024","11:30",.184
"06/04/2024","11:45",.131
"06/04/2024","12:00",.085
"06/04/2024","12:15",.09
"06/04/2024","12:30",.095
"06/04/2024","12:45",.126
"06/04/2024","13:00",.085
"06/04/2024","13:15",.091
"06/04/2024","13:30",.555
"06/04/2024","13:45",.781
"06/04/2024","14:00",.356
"06/04/2024","14:15",.816
"06/04/2024","14:30",.614
"06/04/2024","14:45",.487
"06/04/2024","15:00",.13
"06/04/2024","15:15",.129
"06/04/2024","15:30",.808
"06/04/2024","15:45",.193
"06/04/2024","16:00",.14
"06/04/2024","16:15",.118
"06/04/2024","16:30",.125
"06/04/2024","16:45",.605
"06/04/2024","17:00",.856
"06/04/2024","17:15",.413
"06/04/2024","17:30",.169
"06/04/2024","17:45",.143
"06/04/2024","18:00",.152
"06/04/2024","18:15",.148
"06/04/2024","18:30",.295
"06/04/2024","18:45",.246
"06/04/2024","19:00",.072
"06/04/2024","19:15",.052
"06/04/2024","19:30",.049
"06/04/2024","19:45",.045
"06/04/2024","20:00",.057
"06/04/2024","20:15",.061
"06/04/2024","20:30",.074
"06/04/2024","20:45",.071
"06/04/2024","21:00",.068
"06/04/2024","21:15",.062
"06/04/2024","21:30",.064
"06/04/2024","21:45",.06
"06/04/2024","22:00",.037
"06/04/2024","22:15",.061
"06/04/2024","22:30",.072
"06/04/2024","22:45",.185
"06/04/2024","23:00",.186
"06/04/2024","23:15",.105
"06/04/2024","23:30",.128
"06/04/2024","23:45",.122
"07/04/2024","00:00",.16
"07/04/2024","00:15",.115
"07/04/2024","00:30",.129
"07/04/2024","00:45",.128
"07/04/2024","01:00",.123
"07/04/2024","01:15",.097
"07/04/2024","01:30",.112
"07/04/2024","01:45",.112
"07/04/2024","02:00",.112
"07/04/2024","02:15",.11
"07/04/2024","02:30",.127
"07/04/2024","02:45",.108
"07/04/2024","03:00",.1
"07/04/2024","03:15",.114
"07/04/2024","03:30",.111
"07/04/2024","03:45",.102
"07/04/2024","04:00",.11
"07/04/2024","04:15",.115
"07/04/2024","04:30",.116
"07/04/2024","04:45",.108
"07/04/2024","05:00",.118
"07/04/2024","05:15",.11
"07/04/2024","05:30",.118
"07/04/2024","05:45",.119
"07/04/2024","06:00",.134
"07/04/2024","06:15",.866
"07/04/2024","06:30",.92
"07/04/2024","06:45",.142
"07/04/2024","07:00",.149
"07/04/2024","07:15",.165
"07/04/2024","07:30",.06
"07/04/2024","07:45",.035
"07/04/2024","08:00",.054
"07/04/2024","08:15",.053
"07/04/2024","08:30",.058
"07/04/2024","08:45",.068
"07/04/2024","09:00",.07
"07/04/2024","09:15",.072
"07/04/2024","09:30",.093
"07/04/2024","09:45",.525
"07/04/2024","10:00",.391
"07/04/2024","10:15",.874
"07/04/2024","10:30",.544
"07/04/2024","10:45",.112
"07/04/2024","11:00",.076
"07/04/2024","11:15",.071
"07/04/2024","11:30",.072
"07/04/2024","11:45",.06
"07/04/2024","12:00",.065
"07/04/2024","12:15",.07
"07/04/2024","12:30",.066
"07/04/2024","12:45",.058
"07/04/2024","13:00",.089
"07/04/2024","13:15",.099
"07/04/2024","13:30",.065
"07/04/2024","13:45",.068
"07/04/2024","14:00",.067
"07/04/2024","14:15",.071
"07/04/2024","14:30",.072
"07/04/2024","14:45",.059
"07/04/2024","15:00",.072
"07/04/2024","15:15",.098
"07/04/2024","15:30",.093
"07/04/2024","15:45",.059
"07/04/2024","16:00",.069
"07/04/2024","16:15",.071
"07/04/2024","16:30",.077
"07/04/2024","16:45",.135
"07/04/2024","17:00",.102
"07/04/2024","17:15",.186
"07/04/2024","17:30",.903
"07/04/2024","17:45",1.359
"07/04/2024","18:00",1.034
"07/04/2024","18:15",.589
"07/04/2024","18:30",.671
"07/04/2024","18:45",.766
"07/04/2024","19:00",.574
"07/04/2024","19:15",.209
"07/04/2024","19:30",.155
"07/04/2024","19:45",.32
"07/04/2024","20:00",.191
"07/04/2024","20:15",.296
"07/04/2024","20:30",.589
"07/04/2024","20:45",1.964
"07/04/2024","21:00",1.242
"07/04/2024","21:15",1.086
"07/04/2024","21:30",1.341
"07/04/2024","21:45",.592
"07/04/2024","22:00",.169
"07/04/2024","22:15",.145
"07/04/2024","22:30",.118
"07/04/2024","22:45",.117
"07/04/2024","23:00",.117
"07/04/2024","23:15",.159
"07/04/2024","23:30",.128
"07/04/2024","23:45",.131
"08/04/2024","00:00",.137
"08/04/2024","00:15",.147
"08/04/2024","00:30",.107
"08/04/2024","00:45",.11
"08/04/2024","01:00",.113
"08/04/2024","01:15",.112
"08/04/2024","01:30",.115
"08/04/2024","01:45",.112
"08/04/2024","02:00",.112
"08/04/2024","02:15",.101
"08/04/2024","02:30",.112
"08/04/2024","02:45",.134
"08/04/2024","03:00",.112
"08/04/2024","03:15",.113
"08/04/2024","03:30",.104
"08/04/2024","03:45",.118
"08/04/2024","04:00",.121
"08/04/2024","04:15",.111
"08/04/2024","04:30",.106
"08/04/2024","04:45",.113
"08/04/2024","05:00",.115
"08/04/2024","05:15",.105
"08/04/2024","05:30",.147
"08/04/2024","05:45",.129
"08/04/2024","06:00",.13
"08/04/2024","06:15",.875
"08/04/2024","06:30",.871
"08/04/2024","06:45",.211
"08/04/2024","07:00",.118
"08/04/2024","07:15",.109
"08/04/2024","07:30",.103
"08/04/2024","07:45",.074
"08/04/2024","08:00",.069
"08/04/2024","08:15",.068
"08/04/2024","08:30",.051
"08/04/2024","08:45",.042
"08/04/2024","09:00",.065
"08/04/2024","09:15",.075
"08/04/2024","09:30",.073
"08/04/2024","09:45",.057
"08/04/2024","10:00",.072
"08/04/2024","10:15",.065
"08/04/2024","10:30",.068
"08/04/2024","10:45",.063
"08/04/2024","11:00",.062
"08/04/2024","11:15",.06
"08/04/2024","11:30",.054
"08/04/2024","11:45",.05
"08/04/2024","12:00",.049
"08/04/2024","12:15",.094
"08/04/2024","12:30",.23
"08/04/2024","12:45",.561
"08/04/2024","13:00",.288
"08/04/2024","13:15",.083
"08/04/2024","13:30",.09
"08/04/2024","13:45",.06
"08/04/2024","14:00",.076
"08/04/2024","14:15",.416
"08/04/2024","14:30",.231
"08/04/2024","14:45",.428
